,rank,title,writer,year,citations,url,pdf_url,citations_url,explanation_detail,methodlist,objectlist,achivementlist
158,160.0,照明の変動知覚における照度比と変化率の影響に関する研究,"國分詠美子， 鈴木晴翔， 鄭新源， 宗方淳 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2015,2.0,https://www.jstage.jst.go.jp/article/aije/80/711/80_407/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10971344805422153551&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,照明 変動 知覚,照度 比 変化 率 影響 研究
159,161.0,照度センサの位置推定を用いた室内照明の自動制御,"荻山将成， 栗山繁 - 研究報告ユビキタスコンピューティングシステム …,  - ipsj.ixsq.nii.ac.jp",2011,2.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=72944&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=8876382142873224245&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照度 センサ 位置 推定,,室内 照明 自動 制御
160,162.0, 色の見え方を考慮した L ED 照明の分光分布,"小谷朋子 - 東芝レビュー,  - toshiba.co.jp",2010,2.0,https://www.toshiba.co.jp/tech/review/2010/04/65_04pdf/f07.pdf,,"https://scholar.google.co.jp/scholar?cites=15388108980593687562&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,色 見え 方 考慮 L ED 照明 分光 分布
161,163.0,緑色の照明が人間に及ぼす生理的・心理的影響,"松井美由紀， 乗松貞子 - 健康心理学研究,  - jstage.jst.go.jp",2012,2.0,https://www.jstage.jst.go.jp/article/jahp/25/2/25_1/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16032341469207460023&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,緑色 照明 人間 生理 的 心理 的 影響
162,164.0,[書籍][B] 図解入門よくわかる最新 LED 照明の基本と仕組み,中島龍興， 福多佳子 -  - books.google.com,2012,2.0,https://books.google.co.jp/books?hl=ja&lr=lang_ja|lang_en&id=1nmsgWGUzv0C&oi=fnd&pg=PA2&dq=%E7%85%A7%E6%98%8E&ots=iY9w25XG1j&sig=bpgyYlMRlQFPqEJscPxb-nX-7_U,,"https://scholar.google.co.jp/scholar?cites=5540090607053617952&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,[ 書籍 ][ B ] 図解 入門 最新 LED 照明 基本 仕組み
163,165.0,我が国のオフィス照明環境と執務者評価の変遷に関する研究,"成島雄一， 宗方淳， 岩田利枝， 谷口智子… - … 建築学会環境系論文集,  - jstage.jst.go.jp",2016,2.0,https://www.jstage.jst.go.jp/article/aije/81/719/81_49/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9613151599949257184&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,我が国 オフィス 照明 環境 執務 者 評価 変遷 研究
164,166.0,省エネルギー型新規照明装置 HEFL の開発と植物工場への適応,"辻昭久， 蔡晃植 - 植物の生長調節,  - jstage.jst.go.jp",2009,2.0,https://www.jstage.jst.go.jp/article/jscrp/44/2/44_KJ00005927542/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14730545657218736929&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,省エネルギー 型 新規 照明 装置 HEFL 開発 植物 工場 適応
165,167.0,執務者の視野内輝度分布を考慮した知的照明システム,"三木光範， 池上久典， 江見明彦， 吉井拓郎… - … 情報通信学会論文誌 D,  - search.ieice.org",2013,2.0,https://search.ieice.org/bin/summary.php?id=j96-d_10_2390,,"https://scholar.google.co.jp/scholar?cites=15973817396556970157&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,執務 者 視野 内 輝度 分布 考慮 知的 照明 システム
166,168.0, 断熱的論理回路を利用した LED 照明用 PWM 回路の低電力設計,"趙勝一， 横山道央 - [C] 電子・情報・システム部門 電子 …,  - ceyoko.yz.yamagata-u.ac.jp",2012,2.0,http://ceyoko.yz.yamagata-u.ac.jp/LedPWMADCL.pdf,,"https://scholar.google.co.jp/scholar?cites=13166020015700412317&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,断熱 的 論理 回路,,LED 照明 用 PWM 回路 電力 設計
167,169.0,LED 照明の放射妨害波評価法の比較に関する一考察 (環境電磁工学),"菅野伸， 平澤徳仁， 秋山佳春 - 電子情報通信学会技術研究報告: 信学技報,  - ci.nii.ac.jp",2011,2.0,https://ci.nii.ac.jp/naid/110009466512/,,"https://scholar.google.co.jp/scholar?cites=7344762307308475150&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,LED 照明 放射 妨害 波 評価 法 比較 一 考察 ( 環境 電磁 工学 )
168,170.0,[引用][C] 白色 LED 照明技術のすべて,田口常正 -  - 工業調查会,2009,5.0,,,"https://scholar.google.co.jp/scholar?cites=3336020667042622838&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 白色 LED 照明 技術 すべて
169,171.0,[引用][C] Study on the Optimum Color Temperature for the Illumination of Japanese Style Garden (Japanese Title: 庭園照明における最適色温度の決定に関する研究),"L Ma, Y Nakashima… - IEEJ Transactions on …,  - adsabs.harvard.edu",2013,5.0,http://adsabs.harvard.edu/abs/2013IJTFM.133..558M,,"https://scholar.google.co.jp/scholar?cites=1339019397816213180&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,[ 引用 ][ C ] Study on the Optimum Color Temperature for the Illumination of Japanese Style Garden ( Japanese Title : 庭園 照明,最適 色 温度 決定 研究 )
170,172.0,[引用][C] オフィスビルにおける昼光利用照明による省エネルギー,"井上隆， 一ノ瀬雅之， 木下泰斗 - 日本建築学会大会学術講演梗概集 pp-, ",1327,5.0,,,"https://scholar.google.co.jp/scholar?cites=8561495707726204569&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,[ 引用 ][ C ] オフィス ビル 昼 光 利用 照明,,省エネルギー
171,173.0,"[引用][C] 1,000 fps 高速度画像処理のアクティブカメラへの応用: 通常照明・複雑背景での非特定移動物体トラッキング","大明準治 - 日本ロボット学会誌= Journal of Robotics Society of …,  - ci.nii.ac.jp",2005,5.0,https://ci.nii.ac.jp/naid/10015532012/,,"https://scholar.google.co.jp/scholar?cites=1853906902752297616&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,,,[ 引用 ][ C ] 1 000 fps 高速度 画像 処理 アクティブ カメラ 応用 : 通常 照明 複雑 背景 特定 移動 物体 トラッキング
172,174.0,照明変化にともなう輝度変化の類似度に基づく物体形状復元,"岡部孝弘， 佐藤いまり， 于瓊， 佐藤洋一 - 情報処理学会論文誌 …,  - ipsj.ixsq.nii.ac.jp",2008,2.0,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=17896&item_no=1&page_id=13&block_id=8,,"https://scholar.google.co.jp/scholar?cites=17046369905925779006&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 変化 輝度 変化 類似 度,,物体 形状 復元
173,175.0,新開発 LED 照明の室内環境快適性に及ぼす効果 (第 2 報),"梶本修身， 白市幸茂， 大塚雅生， 門脇孝徳… - 日本補完代替医療 …,  - jstage.jst.go.jp",2012,2.0,https://www.jstage.jst.go.jp/article/jcam/9/2/9_137/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=4737330375463507139&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,開発 LED 照明 室内 環境 快適 性 効果 ( 2 報 )
174,176.0,色調整可能な照明と物体反射光の動画撮影によるデータ送受信,"荻野雅泰， 栗山繁 - 電子情報通信学会論文誌 A,  - search.ieice.org",2014,2.0,https://search.ieice.org/bin/summary.php?id=j97-a_2_96,,"https://scholar.google.co.jp/scholar?cites=7434798665650486720&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,色 調整 可能 照明 物体 反射 光 動画 撮影,,データ 送受信
175,177.0,照明性能計画を採用した北本駅西口広場計画: まちづくりから整備まで (特集資料 安全・安心・快適を向上する街のあかり),"角舘政英， 塚本由晴， 貝島桃代， 時田隆佑， 小林茂雄 - 照明学会誌,  - ci.nii.ac.jp",2014,2.0,https://ci.nii.ac.jp/naid/110009815331/,,"https://scholar.google.co.jp/scholar?cites=13454003605843919560&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,照明 性能 計画 採用 北本 駅 西口 広場 計画 : まち づくり 整備 ( 特集 資料 安全 安心 快適 向上 街 あかり )
176,178.0,白色 LED ランプの美術・博物館用照明としての適性―天然染料染色布の変退色―,"齊藤昌子， 中村弥生， 森山厳與， 河本康太郎 - 照明学会誌,  - jstage.jst.go.jp",2014,2.0,https://www.jstage.jst.go.jp/article/jieij/98/11/98_585/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=8778701078939196657&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,白色 LED ランプ 美術 博物館 用 照明 適性 天然 染料 染色 布 変 退色
177,179.0, 知的照明システムにおける照度/光度影響度係数の稼働ログデータによる推定,"上南遼平， 谷口武， 三木光範， 間博人 - 情報処理学会論文誌,  - ipsj.ixsq.nii.ac.jp",2016,2.0,https://ipsj.ixsq.nii.ac.jp/ej/index.php?active_action=repository_action_common_download&block_id=8&page_id=13&item_id=158134&item_no=1&attribute_id=1&file_no=1,,"https://scholar.google.co.jp/scholar?cites=9925826660742346347&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,知的 照明 システム 照度 / 光度 影響 度 係数 稼働 ログ データ,,推定
178,180.0,作業空間における LED 照明の光色による心理的・生理的影響に関する研究,"江欣宸， 李東起， 高秉佑， 古賀誉章… - … 建築学会環境系論文集,  - jstage.jst.go.jp",2010,2.0,https://www.jstage.jst.go.jp/article/aije/75/654/75_654_683/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=8982195828749760294&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,作業 空間 LED 照明 光 色,,心理 的 生理 的 影響 研究
179,181.0,異なる照明が日本人と中国人の唾液量と味覚閾値に及ぼす影響,"金信琴， 勝浦哲夫， 岩永光一， 下村義弘… - 日本生理人類学会誌,  - jstage.jst.go.jp",2005,2.0,https://www.jstage.jst.go.jp/article/jjpa/10/1/10_KJ00003963273/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16143941807410979151&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,照明 日本人 中国人 唾液 量 味覚 閾値 影響
180,182.0, ウィンドウレス鶏舎内における LED 電球による照明が卵の生産と経済性に及ぼす影響,"池谷守司， 松井繁幸 - 中小家畜研究センター研究報告,  - pref.shizuoka.jp",2012,2.0,http://www.pref.shizuoka.jp/sangyou/sa-870/bulletin/bulletin05_2012.pdf#page=23,,"https://scholar.google.co.jp/scholar?cites=8603609213653386259&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",it is pdf or has not url,ウィンドウ レス 鶏舎 内 LED 電球,,照明 卵 生産 経済 性 影響
181,183.0,H-61 建物の使われ方に関する実態調査:(第 1 報) オフィスの照明・コンセント電力消費量,"坂本滋， 永田明寛， 長井達夫 - 空気調和・衛生工学会大会 学術講演 …,  - jstage.jst.go.jp",2010,2.0,https://www.jstage.jst.go.jp/article/shasetaikai/2010.3/0/2010.3_2403/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=9628180591728290118&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,H - 61 建物 方 実態 調査 :( 1 報 ) オフィス 照明 コンセント 電力 消費 量
182,184.0,"40191 明るさ感を向上させた省エネルギー照明システムに関する研究: その 8 ブラインド制御の概要と遮光判定手法 (省エネルギー照明システム, 環境工学 I, 学術講演会・建築 …","加藤洋子， 中村芳樹， 小島義包， 大木知佳子， 矢部周子… - 学術講演梗概集,  - ci.nii.ac.jp",2015,2.0,https://ci.nii.ac.jp/naid/110009998020/,,"https://scholar.google.co.jp/scholar?cites=14792898273124285881&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,40191 さ 感 向上 省エネルギー 照明 システム 研究 : 8 ブラインド 制御 概要 遮光 判定 手法 ( 省エネルギー 照明 システム 環境 工学 I 学術 講演 会 建築
183,185.0,照明器具を利用した緊急情報伝達システムに関する研究─ その 2 光の点滅に関する実験的検証─,今井計， 伊藤三千代， 櫻庭晶子， 金田博 -  - tsukuba-tech.ac.jp,2010,2.0,http://www.tsukuba-tech.ac.jp/repo/dspace/handle/10460/859,,"https://scholar.google.co.jp/scholar?cites=2985461310123952736&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 器具,,緊急 情報 伝達 システム 研究 2 光 点滅 実験 的 検証
184,186.0,住宅居間の電灯照明における曝露照度と明るさ感・視的快適性の調査と実験,"山田浩嗣， 宿谷昌則 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2009,2.0,https://www.jstage.jst.go.jp/article/aije/74/646/74_646_1275/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=8245709468524659978&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,住宅 居間 電灯 照明,曝露 照度 さ 感 的 快適 性 調査 実験
185,187.0,"照明認識視空間の概念に基づく色の見えの説明, 予測, 実験 (Judd 賞受賞記念講演, 平成 16 年度日本色彩学会関西支部大会)","池田光男 - 日本色彩学会誌,  - ci.nii.ac.jp",2005,2.0,https://ci.nii.ac.jp/naid/110001788929/,,"https://scholar.google.co.jp/scholar?cites=13879547358933990119&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 認識 視 空間 概念,,色 見え 説明 予測 実験 ( Judd 賞 受賞 記念 講演 平成 16 年度 日本 色彩 学会 関西 支部 大会 )
186,188.0,非定常な点検間隔を考慮した高速道路トンネル照明設備の最適点検・更新施策,"平川恵士， 水谷大二郎， 小濱健吾… - 土木学会論文集 F (建設 …,  - jstage.jst.go.jp",2015,2.0,https://www.jstage.jst.go.jp/article/jscejcm/71/3/71_162/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7993032616448212339&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,定常 点検 間隔 考慮 高速 道路 トンネル 照明 設備 最適 点検 更新 施策
187,189.0,戸建住宅用採光断熱壁の暖冷房・照明エネルギー削減のための要求性能に関する数値解析,"北谷幸恵， 鈴木大隆， 木原幹夫， 岩田利枝… - … 建築学会環境系論文集,  - jstage.jst.go.jp",2009,2.0,https://www.jstage.jst.go.jp/article/aije/74/637/74_637_283/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=14713527113854397313&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,戸 建 住宅 用 採光 断熱 壁 暖 冷房 照明 エネルギー 削減,要求 性能 数値 解析
188,190.0,OS-13 外皮・躯体と設備・機器の総合エネルギーシミュレーションツール 「BEST」 の開発 (その 25): 昼光利用照明計算について,"一ノ瀬雅之， 村上周三， 井上隆， 石野久彌… - … 講演論文集 平成  年,  - jstage.jst.go.jp",2008,2.0,https://www.jstage.jst.go.jp/article/shasetaikai/2008.2/0/2008.2_1101/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=7916994170870298322&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,OS - 13 外皮 躯 体 設備 機器 総合 エネルギーシミュレーションツール BEST 開発 ( 25 ): 昼 光 利用 照明 計算
189,191.0,東京圏における昼光照度基準標準年気象データ TWD9302/L の昼光照明シミュレーションへの応用,"吉澤望， 小林紘一， 稻沼實， 武田仁 - 日本建築学会環境系論文集,  - jstage.jst.go.jp",2005,2.0,https://www.jstage.jst.go.jp/article/aije/70/598/70_KJ00004359360/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=3231787350938348368&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,東京 圏,昼 光 照度 基準 標準 年 気象 データ TWD 9302 / L 昼 光 照明 シミュレーション 応用
190,192.0,"照明変化に頑健な車両追跡と交通流計測への応用 (ITS 画像処理, 映像メディア及び一般)","廣岡智昭， 三橋渉 - 映像情報メディア学会技術報告 .,  - jstage.jst.go.jp",2009,2.0,https://www.jstage.jst.go.jp/article/itetr/33.6/0/33.6_195/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=16485956085477079546&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,照明 変化 頑健 車両 追跡 交通 流 計測 応用 ( ITS 画像 処理 映像 メディア 一般 )
191,193.0,光のサーカディアンリズムとメラトニン分泌への作用の個人差 (特集資料 光のサーカディアンリズムへの影響を考慮した夜間屋内照明),"樋口重和， 李相逸 - 照明学会誌,  - ci.nii.ac.jp",2015,2.0,https://ci.nii.ac.jp/naid/110009900303/,,"https://scholar.google.co.jp/scholar?cites=11912176790926568465&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,光 サーカディアンリズム メラトニン 分泌 作用 個人 差 ( 特集 資料 光 サーカディアンリズム 影響 考慮 夜間 屋内 照明 )
192,194.0,照明器具を利用した緊急情報伝達システムに関する研究-その 3 点滅による 「緊急度」 及び 「避難の必要性」 評価実験,伊藤三千代， 今井計， 櫻庭晶子， 金田博 -  - tsukuba-tech.ac.jp,2011,2.0,http://www.tsukuba-tech.ac.jp/repo/dspace/handle/10460/912,,"https://scholar.google.co.jp/scholar?cites=3848998818036432260&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,照明 器具 利用 緊急 情報 伝達 システム 研究 - 3 点滅,,緊急 度 避難 必要 性 評価 実験
193,195.0,終夜照明した緑色光または黄色光が数品種のイチゴの出蕾と成長に及ぼす影響,"山崎敬亮， 熊倉裕史， 山田真， 石渡正紀， 浜本浩 - 農業気象,  - jstage.jst.go.jp",2009,2.0,https://www.jstage.jst.go.jp/article/agrmet/65/3/65_65.3.2/_article/-char/ja/,,"https://scholar.google.co.jp/scholar?cites=10170057682705647997&as_sdt=2005&sciodt=0,5&hl=ja&oe=SJS",,,,終夜 照明 緑色 光 黄色 光 数 品種 イチゴ 出 蕾 成長 影響
